name,room_numbers,address,price,usable_area,gross_floor_area,url,latitude,longitude,price_per_sq_foot_SA,price_per_sq_foot_GFA
KWAI CHUNG PLAZA・BLOCK 2,FLAT C・2 Rooms,Ha Kwai Chung,6980000.0,493.0,666.0,https://hk.centanet.com/findproperty/en/detail/KWAI-CHUNG-PLAZA-BLOCK-2_FAG806?theme=buy,22.355777,114.131286,14158.215010141988,10480.48048048048
Kwai Chung Plaza・BLOCK 3,Low Floor・FLAT C・3 Rooms,Ha Kwai Chung,6980000.0,493.0,666.0,https://hk.centanet.com/findproperty/en/detail/Kwai-Chung-Plaza-BLOCK-3_FAH212?theme=buy,22.355777,114.131286,14158.215010141988,10480.48048048048
Century Link・PHASE 2・Tower 1B,Middle Floor・2 Rooms,Tung Chung Town Centre,6400000.0,452.0,,https://hk.centanet.com/findproperty/en/detail/Century-Link-PHASE-2-Tower-1B_FJB140?theme=buy,22.2873743,113.9425086,14159.29203539823,
THE AMUSED,Low Floor・FLAT B・1 Room・(1 Suite),Cheung Sha Wan,4050000.0,286.0,,https://hk.centanet.com/findproperty/en/detail/THE-AMUSED_MXC437?theme=buy,22.3358055,114.1494892,14160.839160839161,
LOHAS PARK・PHASE 5A MALIBU・TOWER 1B,Middle Floor・2 Rooms,Lohas Park,6500000.0,459.0,,https://hk.centanet.com/findproperty/en/detail/LOHAS-PARK-PHASE-5A-MALIBU-TOWER-1B_UHE954?theme=buy,22.2944817,114.2702546,14161.220043572985,
Grand Yoho・Phase 1・Tower 1,Low Floor・FLAT G・2 Rooms,Yuen Long Station,7180000.0,507.0,,https://hk.centanet.com/findproperty/en/detail/Grand-Yoho-Phase-1-Tower-1_CVW360?theme=buy,22.4460876,114.0347702,14161.73570019724,
OCEAN CAMINO・Phase 1・TOWER 2A,Low Floor・FLAT H・Studio,So Kwun Wat,3300000.0,233.0,,https://hk.centanet.com/findproperty/en/detail/OCEAN-CAMINO-Phase-1-TOWER-2A_CDZ646?theme=buy,22.3754639,113.9987128,14163.090128755364,
HENG FA CHUEN,3 Rooms,Heng Fa Chuen,10100000.0,713.0,838.0,https://hk.centanet.com/findproperty/en/detail/HENG-FA-CHUEN_DGD582?theme=buy,,,14165.497896213185,12052.505966587112
HO MAN TIN STREET,FLAT B (REAR)・3 Rooms,Ho Man Tin,13500000.0,953.0,,https://hk.centanet.com/findproperty/en/detail/HO-MAN-TIN-STREET_MGH829?theme=buy,22.318507,114.1755339,14165.79223504722,
Cordial Mansion,Low Floor・2 Rooms,Mid-Levels West,6800000.0,480.0,550.0,https://hk.centanet.com/findproperty/en/detail/Cordial-Mansion_LCD147?theme=buy,22.2839605,114.1439586,14166.666666666666,12363.636363636364
ROYAL ASCOT・PHASE 2・BLOCK 9,FLAT F・3 Rooms・(1 Suite),Fo Tan,13800000.0,974.0,1127.0,https://hk.centanet.com/findproperty/en/detail/ROYAL-ASCOT-PHASE-2-BLOCK-9_AKA210?theme=buy,22.3985709,114.1929428,14168.377823408624,12244.897959183674
YIK HON BUILDING,Middle Floor・FLAT A・2 Rooms,North Point,4179999.9999999995,295.0,344.0,https://hk.centanet.com/findproperty/en/detail/YIK-HON-BUILDING_DPG042?theme=buy,,,14169.491525423728,12151.162790697674
Novo Land・Phase 1A・Elverum Tower 1,Middle Floor・FLAT K・2 Rooms,Siu Hong,5980000.0,422.0,,https://hk.centanet.com/findproperty/en/detail/Novo-Land-Phase-1A-Elverum-Tower-1_CZG455?theme=buy,22.4117535,113.9789961,14170.616113744076,
SOUTH HORIZONS・Phase 2・YEE TSUI COURT (BLOCK 16),Low Floor・FLAT B・3 Rooms・(1 Suite),South Horizons,8800000.0,621.0,772.0,https://hk.centanet.com/findproperty/en/detail/SOUTH-HORIZONS-Phase-2-YEE-TSUI-COURT-(BLOCK-16)_TIK368?theme=buy,22.243373,114.1476512,14170.692431561996,11398.963730569949
THE GREAT HILL,3 Rooms,Sha Tin,22000000.0,1552.0,2055.0,https://hk.centanet.com/findproperty/en/detail/THE-GREAT-HILL_ASA021?theme=buy,22.3771304,114.1974398,14175.257731958764,10705.59610705596
MA ON SHAN CENTRE・TOWER 2,FLAT C・1 Room,Ma On Shan,5160000.0,364.0,492.0,https://hk.centanet.com/findproperty/en/detail/MA-ON-SHAN-CENTRE-TOWER-2_EEF817?theme=buy,22.4276756,114.2402751,14175.824175824177,10487.80487804878
Yoho Town・Phase 2 Yoho Midtown・Block M2,FLAT A・2 Rooms,Yuen Long Station,6280000.0,443.0,573.0,https://hk.centanet.com/findproperty/en/detail/Yoho-Town-Phase-2-Yoho-Midtown-Block-M2_CQS063?theme=buy,22.4460876,114.0347702,14176.07223476298,10959.860383944153
HARBOUR PLACE・TOWER 1,3 Rooms,Whampoa,8350000.0,589.0,770.0,https://hk.centanet.com/findproperty/en/detail/HARBOUR-PLACE-TOWER-1_SHG521?theme=buy,1.3245132,103.8572252,14176.570458404074,10844.155844155845
GRANDEUR GARDEN・BLOCK 2,2 Rooms,Tai Wai,4650000.0,328.0,434.0,https://hk.centanet.com/findproperty/en/detail/GRANDEUR-GARDEN-BLOCK-2_EBB377?theme=buy,22.375941,114.178626,14176.829268292682,10714.285714285714
KWAI CHUNG PLAZA・BLOCK 3,High Floor・FLAT B・3 Rooms,Ha Kwai Chung,7600000.0,536.0,726.0,https://hk.centanet.com/findproperty/en/detail/KWAI-CHUNG-PLAZA-BLOCK-3_FAA508?theme=buy,22.355777,114.131286,14179.10447761194,10468.31955922865
Mayfair By The Sea 8,Middle Floor・3 Rooms,Pak Shek Kok,9900000.0,698.0,,https://hk.centanet.com/findproperty/en/detail/Mayfair-By-The-Sea-8_AUJ696?theme=buy,22.4280945,114.2082325,14183.381088825216,
Golden Lion Garden・Phase 2・Golden Comfort Court (Block D),Low Floor・FLAT 3・1 Room,Tai Wai,4000000.0,282.0,426.0,https://hk.centanet.com/findproperty/en/detail/Golden-Lion-Garden-Phase-2-Golden-Comfort-Court-(Block-D)_EAQ531?theme=buy,22.375941,114.178626,14184.397163120568,9389.671361502347
Riva・FERENTINO BOULEVARD TOWER 7,High Floor・FLAT A・3 Rooms・(2 Suites),Kam Tin,20000000.0,1410.0,1898.0,https://hk.centanet.com/findproperty/en/detail/Riva-FERENTINO-BOULEVARD-TOWER-7_CVF015?theme=buy,22.440058,114.0650077,14184.397163120568,10537.40779768177
YIK YAM STREET,Middle Floor・NO. 38 (FLAT B)・2 Rooms,Happy Valley,8000000.0,564.0,600.0,https://hk.centanet.com/findproperty/en/detail/YIK-YAM-STREET_TAH132?theme=buy,,,14184.397163120568,13333.333333333334
PAO WOO MANSION,4 Rooms,Wan Chai,12000000.0,846.0,,https://hk.centanet.com/findproperty/en/detail/PAO-WOO-MANSION_TDJ236?theme=buy,22.276022,114.1751471,14184.397163120568,
NEW WEALTH MANSION,1 Room,North Point,4980000.0,351.0,488.0,https://hk.centanet.com/findproperty/en/detail/NEW-WEALTH-MANSION_DPI260?theme=buy,,,14188.034188034188,10204.918032786885
CITY ONE SHATIN・Site 3・BLOCK 31,Low Floor・FLAT F・3 Rooms,City One Shatin,6400000.0,451.0,562.0,https://hk.centanet.com/findproperty/en/detail/CITY-ONE-SHATIN-Site-3-BLOCK-31_EBF171?theme=buy,22.3867692,114.2026412,14190.687361419068,11387.900355871887
Park Yoho・Phase 2A Park Yoho Genova・Tower 29,Low Floor・3 Rooms,Kam Tin,12800000.0,902.0,,https://hk.centanet.com/findproperty/en/detail/Park-Yoho-Phase-2A-Park-Yoho-Genova-Tower-29_CVZ110?theme=buy,22.440058,114.0650077,14190.687361419068,
The Met. Blossom・Tower 2,High Floor・FLAT A01・Studio,Ma On Shan,3250000.0,229.0,,https://hk.centanet.com/findproperty/en/detail/The-Met--Blossom-Tower-2_EMZ424?theme=buy,22.4276756,114.2402751,14192.139737991267,
Grand Yoho・Phase 1・Tower 2,2 Rooms,Yuen Long Station,7380000.0,520.0,,https://hk.centanet.com/findproperty/en/detail/Grand-Yoho-Phase-1-Tower-2_CVX081?theme=buy,22.4460876,114.0347702,14192.307692307691,
LOHAS PARK・PHASE 6 LP6・TOWER 2,Low Floor・FLAT H・2 Rooms,Lohas Park,7380000.0,520.0,,https://hk.centanet.com/findproperty/en/detail/LOHAS-PARK-PHASE-6-LP6-TOWER-2_UHI129?theme=buy,22.2944817,114.2702546,14192.307692307691,
Villa Athena・Block 5,Middle Floor・FLAT D・3 Rooms,Ma On Shan,11000000.0,775.0,943.0,https://hk.centanet.com/findproperty/en/detail/Villa-Athena-Block-5_EED943?theme=buy,22.4276756,114.2402751,14193.548387096775,11664.899257688228
Ho Shun King Building・Block 1 (Block A),Middle Floor・FLAT G (FLAT 7)・2 Rooms,Yuen Long Town Centre,4600000.0,324.0,456.0,https://hk.centanet.com/findproperty/en/detail/Ho-Shun-King-Building-Block-1-(Block-A)_CQA712?theme=buy,22.4445376,114.0222076,14197.530864197532,10087.719298245614
Hilton Plaza,High Floor・2 Rooms,Sha Tin,5850000.0,412.0,670.0,https://hk.centanet.com/findproperty/en/detail/Hilton-Plaza_EAP730?theme=buy,22.3771304,114.1974398,14199.029126213592,8731.34328358209
ATRIUM HOUSE,FLAT A5・Studio,Shap Pat Heung,3280000.0,231.0,,https://hk.centanet.com/findproperty/en/detail/ATRIUM-HOUSE_GAF374?theme=buy,22.4274166,114.0347095,14199.1341991342,
ROYAL ASCOT・Phase 1・BLOCK 2,Middle Floor・FLAT A・3 Rooms・(1 Suite),Fo Tan,9600000.0,676.0,822.0,https://hk.centanet.com/findproperty/en/detail/ROYAL-ASCOT-Phase-1-BLOCK-2_AKC636?theme=buy,22.3985709,114.1929428,14201.183431952662,11678.83211678832
The Reach・Tower 5,Middle Floor・FLAT A・1 Room,Yuen Long Southeast,5880000.0,414.0,566.0,https://hk.centanet.com/findproperty/en/detail/The-Reach-Tower-5_CVB680?theme=buy,22.4445376,114.0222076,14202.898550724638,10388.692579505301
PARKVALE・TOWER 2 SHUI PAK MANSION,2 Rooms・(1 Suite),Quarry Bay,7600000.0,535.0,661.0,https://hk.centanet.com/findproperty/en/detail/PARKVALE-TOWER-2-SHUI-PAK-MANSION_DDB233?theme=buy,22.2827206,114.2123009,14205.607476635514,11497.730711043872
GRAND YOHO・Phase 2・TOWER 5,High Floor・FLAT A・2 Rooms,Yuen Long Station,7600000.0,535.0,,https://hk.centanet.com/findproperty/en/detail/GRAND-YOHO-Phase-2-TOWER-5_CVX868?theme=buy,22.4460876,114.0347702,14205.607476635514,
Yuccie Square・Tower 1,Middle Floor・FLAT H・2 Rooms,Long Ping,6080000.0,428.0,,https://hk.centanet.com/findproperty/en/detail/Yuccie-Square-Tower-1_CVS236?theme=buy,,,14205.607476635514,
FAIRVIEW PARK,4 Rooms,Palm Springs | Fairview,13000000.0,915.0,,https://hk.centanet.com/findproperty/en/detail/FAIRVIEW-PARK_EHE894?theme=buy,33.8302961,-116.5452921,14207.650273224044,
Eden Manor・Tower 7,High Floor・FLAT B・1 Room,Sheung Shui,5300000.0,373.0,,https://hk.centanet.com/findproperty/en/detail/Eden-Manor-Tower-7_EUL794?theme=buy,22.5112008,114.1260991,14209.115281501341,
COASTAL SKYLINE・PHASE 4 LE BLEU DEUX・BLOCK 1,Low Floor・FLAT B・2 Rooms,Tung Chung Town Centre,8000000.0,563.0,736.0,https://hk.centanet.com/findproperty/en/detail/COASTAL-SKYLINE-PHASE-4-LE-BLEU-DEUX-BLOCK-1_FGH553?theme=buy,22.2873743,113.9425086,14209.591474245115,10869.565217391304
Coastal Skyline・Phase 4 Le Bleu Deux・Block 2,Low Floor・FLAT B・2 Rooms,Tung Chung Town Centre,8000000.0,563.0,736.0,https://hk.centanet.com/findproperty/en/detail/Coastal-Skyline-Phase-4-Le-Bleu-Deux-Block-2_FGH451?theme=buy,22.2873743,113.9425086,14209.591474245115,10869.565217391304
HONG WAH MANSION・BLOCK 1,1 Room,Shau Kei Wan,4050000.0,285.0,371.0,https://hk.centanet.com/findproperty/en/detail/HONG-WAH-MANSION-BLOCK-1_DIS580?theme=buy,22.278746,114.2286476,14210.526315789473,10916.44204851752
CENTURY LINK・PHASE 1・TOWER 6B,Middle Floor・FLAT 2・2 Rooms,Tung Chung Town Centre,6850000.0,482.0,,https://hk.centanet.com/findproperty/en/detail/CENTURY-LINK-PHASE-1-TOWER-6B_FGZ495?theme=buy,22.2873743,113.9425086,14211.61825726141,
DISCOVERY PARK・PHASE 2・BLOCK 5,High Floor・FLAT B・2 Rooms,Discovery Park,6680000.0,470.0,593.0,https://hk.centanet.com/findproperty/en/detail/DISCOVERY-PARK-PHASE-2-BLOCK-5_CMO262?theme=buy,47.6613197,-122.4171413,14212.765957446809,11264.755480607082
Tai Po Centre,High Floor・1 Room,Tai Po Town Centre,4250000.0,299.0,423.0,https://hk.centanet.com/findproperty/en/detail/Tai-Po-Centre_AMG538?theme=buy,22.4423218,114.1655064,14214.046822742475,10047.281323877069
DOUBLE COVE・PHASE 1・BLOCK 3,Middle Floor・FLAT C・3 Rooms・(1 Suite),Wu Kai Sha,11500000.0,809.0,1054.0,https://hk.centanet.com/findproperty/en/detail/DOUBLE-COVE-PHASE-1-BLOCK-3_EMI672?theme=buy,,,14215.080346106304,10910.815939278937
PRINCE PARK,FLAT B・2 Rooms,Ho Man Tin,6980000.0,491.0,698.0,https://hk.centanet.com/findproperty/en/detail/PRINCE-PARK_MGA760?theme=buy,22.318507,114.1755339,14215.885947046843,10000.0
LOHAS PARK・PHASE 4B WINGS AT SEA II・TOWER 5B,2 Rooms,Lohas Park,6980000.0,491.0,,https://hk.centanet.com/findproperty/en/detail/LOHAS-PARK-PHASE-4B-WINGS-AT-SEA-II-TOWER-5B_UHE174?theme=buy,22.2944817,114.2702546,14215.885947046843,
TAIKOO SHING・KAM DIN TERRACE・(T-21)  YUAN KUNG MANSION,3 Rooms,Taikoo Shing,10080000.0,709.0,806.0,https://hk.centanet.com/findproperty/en/detail/TAIKOO-SHING-KAM-DIN-TERRACE-(T-21)--YUAN-KUNG-MANSION_DAV258?theme=buy,22.2865471,114.2189883,14217.207334273624,12506.20347394541
Metro Town・PHASE 2 LE POINT・Tower 6,Low Floor・FLAT E・3 Rooms,Tiu Keng Leng,9000000.0,633.0,855.0,https://hk.centanet.com/findproperty/en/detail/Metro-Town-PHASE-2-LE-POINT-Tower-6_SDX567?theme=buy,,,14218.009478672986,10526.315789473685
YOHO TOWN・Phase 1・BLOCK 8,Middle Floor・FLAT H・2 Rooms,Yuen Long Station,6000000.0,422.0,544.0,https://hk.centanet.com/findproperty/en/detail/YOHO-TOWN-Phase-1-BLOCK-8_CPI273?theme=buy,22.4460876,114.0347702,14218.009478672986,11029.411764705883
Tung Yan Court・FOON YAN HOUSE (BLOCK A),High Floor・FLAT 20・Studio,Yiu Tung,3000000.0,211.0,,https://hk.centanet.com/findproperty/en/detail/Tung-Yan-Court-FOON-YAN-HOUSE-(BLOCK-A)_DKY877?theme=buy,,,14218.009478672986,
Park Villa・Phase 2 Park Hillcrest・Tower 2,2 Rooms,Yuen Long South New Development Area,6000000.0,422.0,,https://hk.centanet.com/findproperty/en/detail/Park-Villa-Phase-2-Park-Hillcrest-Tower-2_CVZ917?theme=buy,22.4445376,114.0222076,14218.009478672986,
Lohas Park・PHASE 6 LP6・Tower 1,High Floor・FLAT F・2 Rooms,Lohas Park,7380000.0,519.0,,https://hk.centanet.com/findproperty/en/detail/Lohas-Park-PHASE-6-LP6-Tower-1_UHH102?theme=buy,22.2944817,114.2702546,14219.653179190751,
The Met. Blossom・TOWER 2,Low Floor・FLAT B02・Studio,Ma On Shan,3200000.0,225.0,,https://hk.centanet.com/findproperty/en/detail/The-Met--Blossom-TOWER-2_EMZ604?theme=buy,22.4276756,114.2402751,14222.222222222223,
Scenic View・BLOCK 3,High Floor・FLAT F・2 Rooms,Choi Hung,6600000.0,464.0,603.0,https://hk.centanet.com/findproperty/en/detail/Scenic-View-BLOCK-3_SRO121?theme=buy,22.3360834,114.2056135,14224.137931034482,10945.273631840795
LOHAS PARK・PHASE 7B GRAND MONTARA・TOWER 1 (1B),Low Floor・FLAT C・2 Rooms,Lohas Park,6600000.0,464.0,,https://hk.centanet.com/findproperty/en/detail/LOHAS-PARK-PHASE-7B-GRAND-MONTARA-TOWER-1-(1B)_UHK855?theme=buy,22.2944817,114.2702546,14224.137931034482,
Harbour Place・TOWER 6,Low Floor・FLAT J・3 Rooms,Whampoa,8380000.000000001,589.0,770.0,https://hk.centanet.com/findproperty/en/detail/Harbour-Place-TOWER-6_SHI313?theme=buy,1.3245132,103.8572252,14227.504244482176,10883.116883116885
ORIENTAL GARDENS・BLOCK B,FLAT B4・3 Rooms,Ho Man Tin,14000000.0,984.0,1250.0,https://hk.centanet.com/findproperty/en/detail/ORIENTAL-GARDENS-BLOCK-B_MGN960?theme=buy,22.318507,114.1755339,14227.642276422765,11200.0
TAK BO GARDEN・BLOCK C,1 Room,Kowloon Bay,3600000.0,253.0,343.0,https://hk.centanet.com/findproperty/en/detail/TAK-BO-GARDEN-BLOCK-C_SRH546?theme=buy,22.3080749,114.2018982,14229.249011857708,10495.626822157434
JADEWATER,Middle Floor・FLAT D・2 Rooms,Aberdeen,7300000.0,513.0,762.0,https://hk.centanet.com/findproperty/en/detail/JADEWATER_TJZ558?theme=buy,57.1498891,-2.0937528,14230.019493177388,9580.052493438321
OCEAN SHORES・PHASE 1・TOWER 5,Low Floor・FLAT H・2 Rooms,Tiu Keng Leng,7300000.0,513.0,690.0,https://hk.centanet.com/findproperty/en/detail/OCEAN-SHORES-PHASE-1-TOWER-5_SBV492?theme=buy,,,14230.019493177388,10579.710144927536
Sunshine City・Phase 2・Block C,High Floor・FLAT 4・2 Rooms,Ma On Shan,7300000.0,513.0,634.0,https://hk.centanet.com/findproperty/en/detail/Sunshine-City-Phase-2-Block-C_EEM567?theme=buy,22.4276756,114.2402751,14230.019493177388,11514.195583596214
GRAND HORIZON・BLOCK 1,FLAT E・2 Rooms,Tsing Yi,5180000.0,364.0,495.0,https://hk.centanet.com/findproperty/en/detail/GRAND-HORIZON-BLOCK-1_FCS001?theme=buy,22.3474872,114.1023164,14230.76923076923,10464.646464646465
THE METRO CITY・PHASE 1・TOWER 5,FLAT B・1 Room,Po Lam,5180000.0,364.0,487.0,https://hk.centanet.com/findproperty/en/detail/THE-METRO-CITY-PHASE-1-TOWER-5_SBO389?theme=buy,22.3237131,114.2548803,14230.76923076923,10636.550308008214
Villa Esplanada・PHASE 1・Block 2,Middle Floor・FLAT F・3 Rooms,Tsing Yi,9480000.0,666.0,814.0,https://hk.centanet.com/findproperty/en/detail/Villa-Esplanada-PHASE-1-Block-2_FCU685?theme=buy,22.3474872,114.1023164,14234.234234234234,11646.191646191646
Lake Silver・Tower 2,Low Floor・FLAT H・2 Rooms,Wu Kai Sha,8600000.0,604.0,792.0,https://hk.centanet.com/findproperty/en/detail/Lake-Silver-Tower-2_EMB626?theme=buy,,,14238.41059602649,10858.585858585859
La Cite Noble・Block 4,Low Floor・FLAT D・2 Rooms,Hang Hau,6180000.0,434.0,603.0,https://hk.centanet.com/findproperty/en/detail/La-Cite-Noble-Block-4_SAE245?theme=buy,22.3172623,114.2672828,14239.63133640553,10248.756218905473
THE METRO CITY・Phase 2・TOWER 11,Low Floor・FLAT H・2 Rooms,Po Lam,6280000.0,441.0,617.0,https://hk.centanet.com/findproperty/en/detail/THE-METRO-CITY-Phase-2-TOWER-11_SBY221?theme=buy,22.3237131,114.2548803,14240.362811791383,10178.282009724473
THE METRO CITY・Phase 2・TOWER 8,2 Rooms,Po Lam,6280000.0,441.0,617.0,https://hk.centanet.com/findproperty/en/detail/THE-METRO-CITY-Phase-2-TOWER-8_SBE022?theme=buy,22.3237131,114.2548803,14240.362811791383,10178.282009724473
SOLARIA,FLAT F・2 Rooms,Pak Shek Kok,6480000.0,455.0,,https://hk.centanet.com/findproperty/en/detail/SOLARIA_AUD130?theme=buy,22.4280945,114.2082325,14241.758241758242,
Grand Yoho・Phase 1・Tower 9,Middle Floor・FLAT F・3 Rooms,Yuen Long Station,11380000.0,799.0,,https://hk.centanet.com/findproperty/en/detail/Grand-Yoho-Phase-1-Tower-9_CVW586?theme=buy,22.4460876,114.0347702,14242.803504380476,
SHAUKEIWAN PLAZA・LAI YEE COURT (TOWER 2),High Floor・FLAT F・2 Rooms,Shau Kei Wan,4800000.0,337.0,471.0,https://hk.centanet.com/findproperty/en/detail/SHAUKEIWAN-PLAZA-LAI-YEE-COURT-(TOWER-2)_DJB067?theme=buy,22.278746,114.2286476,14243.323442136498,10191.082802547771
ODEON BUILDING,Low Floor・FLAT F・2 Rooms,North Point,4800000.0,337.0,413.0,https://hk.centanet.com/findproperty/en/detail/ODEON-BUILDING_DPF886?theme=buy,,,14243.323442136498,11622.27602905569
Double Cove,Low Floor・FLAT B・5 Rooms,Wu Kai Sha,44000000.0,3089.0,3920.0,https://hk.centanet.com/findproperty/en/detail/Double-Cove_EMI646?theme=buy,,,14244.09193913888,11224.489795918367
SHAUKEIWAN PLAZA・LAI MAN COURT (TOWER 1),2 Rooms,Shau Kei Wan,4900000.0,344.0,458.0,https://hk.centanet.com/findproperty/en/detail/SHAUKEIWAN-PLAZA-LAI-MAN-COURT-(TOWER-1)_DJB221?theme=buy,22.278746,114.2286476,14244.186046511628,10698.689956331878
CENTURY GATEWAY・Phase 2・TOWER 6,Middle Floor・2 Rooms,Tuen Mun Town Centre,6880000.0,483.0,,https://hk.centanet.com/findproperty/en/detail/CENTURY-GATEWAY-Phase-2-TOWER-6_CWJ849?theme=buy,22.3908295,113.9725126,14244.306418219461,
The Regent・TOWER 8,High Floor・FLAT F・1 Room・(1 Suite),Tai Po Luxury/Mid-levels,5300000.0,372.0,,https://hk.centanet.com/findproperty/en/detail/The-Regent-TOWER-8_APJ692?theme=buy,22.2816223,114.147865,14247.31182795699,
HING WAH MANSIONS・BLOCK A,3 Rooms,Mid-Levels West,16000000.0,1123.0,,https://hk.centanet.com/findproperty/en/detail/HING-WAH-MANSIONS-BLOCK-A_LCH792?theme=buy,22.2839605,114.1439586,14247.551202137132,
YOHO TOWN・Phase 1・BLOCK 1,2 Rooms,Yuen Long Station,5600000.0,393.0,525.0,https://hk.centanet.com/findproperty/en/detail/YOHO-TOWN-Phase-1-BLOCK-1_CQB301?theme=buy,22.4460876,114.0347702,14249.363867684478,10666.666666666666
Monte Vista・Block 8,High Floor・FLAT E・2 Rooms,Wu Kai Sha,7880000.0,553.0,720.0,https://hk.centanet.com/findproperty/en/detail/Monte-Vista-Block-8_EEP846?theme=buy,,,14249.547920433997,10944.444444444445
Lee Loy Mansion,2 Rooms,Jordan,3990000.0,280.0,409.0,https://hk.centanet.com/findproperty/en/detail/Lee-Loy-Mansion_SXP576?theme=buy,30.585164,36.238414,14250.0,9755.501222493887
Mayfair By The Sea・II・Tower 9,Low Floor・FLAT B・3 Rooms,Pak Shek Kok,11500000.0,807.0,,https://hk.centanet.com/findproperty/en/detail/Mayfair-By-The-Sea-II-Tower-9_ASP973?theme=buy,22.4280945,114.2082325,14250.309789343246,
DOUBLE COVE・Phase 1・BLOCK 1,High Floor・FLAT C・2 Rooms・(1 Suite),Wu Kai Sha,11800000.0,828.0,1032.0,https://hk.centanet.com/findproperty/en/detail/DOUBLE-COVE-Phase-1-BLOCK-1_EMI560?theme=buy,,,14251.207729468599,11434.108527131782
Yuccie Square・Tower 5,Low Floor・FLAT G・2 Rooms,Long Ping,6100000.0,428.0,,https://hk.centanet.com/findproperty/en/detail/Yuccie-Square-Tower-5_CVT220?theme=buy,,,14252.336448598131,
WAYNE PLACE,FLAT B・3 Rooms,Ho Man Tin,13000000.0,912.0,,https://hk.centanet.com/findproperty/en/detail/WAYNE-PLACE_MGK590?theme=buy,22.318507,114.1755339,14254.38596491228,
Solaria,Low Floor・2 Rooms,Pak Shek Kok,6500000.0,456.0,,https://hk.centanet.com/findproperty/en/detail/Solaria_AUC203?theme=buy,22.4280945,114.2082325,14254.38596491228,
DEERHILL BAY,FLAT B・3 Rooms,Tai Po Luxury/Mid-levels,20000000.0,1403.0,1742.0,https://hk.centanet.com/findproperty/en/detail/DEERHILL-BAY_AAA292?theme=buy,22.2816223,114.147865,14255.167498218105,11481.05625717566
Lohas Park・PHASE 4B WINGS AT SEA II・Tower 3B,Low Floor・FLAT C・2 Rooms,Lohas Park,7000000.0,491.0,,https://hk.centanet.com/findproperty/en/detail/Lohas-Park-PHASE-4B-WINGS-AT-SEA-II-Tower-3B_UHD315?theme=buy,22.2944817,114.2702546,14256.619144602852,
OCEAN SHORES・PHASE 2・TOWER 9,Middle Floor・FLAT E・2 Rooms,Tiu Keng Leng,7100000.0,498.0,695.0,https://hk.centanet.com/findproperty/en/detail/OCEAN-SHORES-PHASE-2-TOWER-9_SBG202?theme=buy,,,14257.0281124498,10215.827338129497
The Sparkle・Block 1,Middle Floor・FLAT B・2 Rooms,Four Little Dragons,7200000.0,505.0,709.0,https://hk.centanet.com/findproperty/en/detail/The-Sparkle-Block-1_MPN684?theme=buy,,,14257.425742574258,10155.148095909732
Fairview Garden・BLOCK 1,High Floor・FLAT B・3 Rooms,Luk Yeung,7200000.0,505.0,648.0,https://hk.centanet.com/findproperty/en/detail/Fairview-Garden-BLOCK-1_CLZ744?theme=buy,,,14257.425742574258,11111.111111111111
The Metro City・Phase 1・Tower 1,High Floor・FLAT E・3 Rooms,Po Lam,7500000.0,526.0,732.0,https://hk.centanet.com/findproperty/en/detail/The-Metro-City-Phase-1-Tower-1_SAX382?theme=buy,22.3237131,114.2548803,14258.555133079848,10245.901639344262
SOUTH HORIZONS・PHASE 1・HOI FAI COURT (BLOCK 2),Middle Floor・FLAT H・2 Rooms,South Horizons,7500000.0,526.0,643.0,https://hk.centanet.com/findproperty/en/detail/SOUTH-HORIZONS-PHASE-1-HOI-FAI-COURT-(BLOCK-2)_TIX105?theme=buy,22.243373,114.1476512,14258.555133079848,11664.07465007776
SOUTH HORIZONS・PHASE 1・HOI FAI COURT (BLOCK 2),Middle Floor・FLAT E・2 Rooms,South Horizons,7500000.0,526.0,643.0,https://hk.centanet.com/findproperty/en/detail/SOUTH-HORIZONS-PHASE-1-HOI-FAI-COURT-(BLOCK-2)_TIU446?theme=buy,22.243373,114.1476512,14258.555133079848,11664.07465007776
Bayshore Towers・Tower 1,Middle Floor・FLAT H・3 Rooms,Ma On Shan,8300000.000000001,582.0,793.0,https://hk.centanet.com/findproperty/en/detail/Bayshore-Towers-Tower-1_EEU219?theme=buy,22.4276756,114.2402751,14261.168384879727,10466.58259773014
Solaria・TOWER 3,Middle Floor・3 Rooms,Pak Shek Kok,8500000.0,596.0,,https://hk.centanet.com/findproperty/en/detail/Solaria-TOWER-3_AUD115?theme=buy,22.4280945,114.2082325,14261.744966442953,
CENTRA HORIZON・TOWER 9,2 Rooms,Pak Shek Kok,8800000.0,617.0,,https://hk.centanet.com/findproperty/en/detail/CENTRA-HORIZON-TOWER-9_AUL250?theme=buy,22.4280945,114.2082325,14262.56077795786,
The Metro City・PHASE 2・Tower 7,Middle Floor・FLAT D・2 Rooms,Po Lam,6290000.0,441.0,617.0,https://hk.centanet.com/findproperty/en/detail/The-Metro-City-PHASE-2-Tower-7_SAU118?theme=buy,22.3237131,114.2548803,14263.038548752835,10194.48946515397
Heng Fa Chuen・BLOCK 42,Middle Floor・FLAT 2・3 Rooms,Heng Fa Chuen,9400000.0,659.0,779.0,https://hk.centanet.com/findproperty/en/detail/Heng-Fa-Chuen-BLOCK-42_DGG883?theme=buy,,,14264.036418816388,12066.752246469832
