name,room_numbers,address,price,usable_area,gross_floor_area,url,latitude,longitude,price_per_sq_foot_SA,price_per_sq_foot_GFA
MONTE VISTA・BLOCK 8,3 Rooms,Wu Kai Sha,8800000.0,844.0,1080.0,https://hk.centanet.com/findproperty/en/detail/MONTE-VISTA-BLOCK-8_EEL040?theme=buy,,,10426.54028436019,8148.148148148148
PARK ISLAND・Phase 1・BLOCK 12,High Floor・FLAT H・2 Rooms,Ma Wan,5600000.0,537.0,706.0,https://hk.centanet.com/findproperty/en/detail/PARK-ISLAND-Phase-1-BLOCK-12_FCK038?theme=buy,22.3500753,114.059207,10428.30540037244,7932.011331444759
Scenery Garden・BLOCK C,High Floor・FLAT 3・3 Rooms,Fo Tan,5600000.0,537.0,687.0,https://hk.centanet.com/findproperty/en/detail/Scenery-Garden-BLOCK-C_EAZ945?theme=buy,22.3985709,114.1929428,10428.30540037244,8151.382823871907
FANLING CENTRE・Phase 1,High Floor・FLAT 6・3 Rooms・(1 Suite),Fanling,5350000.0,513.0,658.0,https://hk.centanet.com/findproperty/en/detail/FANLING-CENTRE-Phase-1_EOA835?theme=buy,22.4916829,114.1414685,10428.849902534113,8130.699088145897
GRANVILLE GARDEN・TOWER 1,FLAT A・4 Rooms・(1 Suite),Tai Wai,8980000.0,861.0,1118.0,https://hk.centanet.com/findproperty/en/detail/GRANVILLE-GARDEN-TOWER-1_ECQ492?theme=buy,22.375941,114.178626,10429.732868757259,8032.200357781753
Sheung Chui Court,Low Floor・FLAT 8・2 Rooms,Tsuen Wan Town Centre,4600000.0,441.0,,https://hk.centanet.com/findproperty/en/detail/Sheung-Chui-Court_CYV578?theme=buy,22.3699122,114.1144306,10430.839002267574,
KAM LUNG COURT・LUNG YUET HOUSE (BLOCK A),3 Rooms,Ma On Shan,5780000.0,554.0,710.0,https://hk.centanet.com/findproperty/en/detail/KAM-LUNG-COURT-LUNG-YUET-HOUSE-(BLOCK-A)_EEN520?theme=buy,22.4276756,114.2402751,10433.212996389891,8140.845070422535
Sheungshui Town Center・BERLIN COURT (BLOCK 1),Low Floor・FLAT C・2 Rooms,Sheung Shui,3850000.0,369.0,495.0,https://hk.centanet.com/findproperty/en/detail/Sheungshui-Town-Center-BERLIN-COURT-(BLOCK-1)_ENH862?theme=buy,22.5112008,114.1260991,10433.60433604336,7777.777777777777
Parkland Villas・BLOCK 5,Middle Floor・FLAT C・3 Rooms・(1 Suite),Siu Hong,6000000.0,575.0,830.0,https://hk.centanet.com/findproperty/en/detail/Parkland-Villas-BLOCK-5_CGS936?theme=buy,22.4117535,113.9789961,10434.782608695652,7228.915662650603
Mei Foo Sun Chuen・Phase 2・15-17 Glee Path,Middle Floor・FLAT C NO. 15・1 Room,Mei Foo,4800000.0,460.0,609.0,https://hk.centanet.com/findproperty/en/detail/Mei-Foo-Sun-Chuen-Phase-2-15-17-Glee-Path_MOK504?theme=buy,22.3366356,114.1402195,10434.782608695652,7881.773399014778
The Parcville・TOWER 5,Middle Floor・FLAT H・2 Rooms,Yuen Long Station,4800000.0,460.0,606.0,https://hk.centanet.com/findproperty/en/detail/The-Parcville-TOWER-5_CPB092?theme=buy,22.4460876,114.0347702,10434.782608695652,7920.792079207921
The Parcville・TOWER 16,FLAT H・2 Rooms,Yuen Long Station,4800000.0,460.0,606.0,https://hk.centanet.com/findproperty/en/detail/The-Parcville-TOWER-16_COL064?theme=buy,22.4460876,114.0347702,10434.782608695652,7920.792079207921
Tsuen Wan Centre・Block 9 (Nanking House),High Floor・FLAT B・3 Rooms,Tsuen King Circuit,4800000.0,460.0,573.0,https://hk.centanet.com/findproperty/en/detail/Tsuen-Wan-Centre-Block-9-(Nanking-House)_CLJ718?theme=buy,22.3765822,114.1072333,10434.782608695652,8376.96335078534
Hop Yick House,High Floor・FLAT N・1 Room,Yuen Long Town Centre,2880000.0,276.0,,https://hk.centanet.com/findproperty/en/detail/Hop-Yick-House_CPC289?theme=buy,22.4445376,114.0222076,10434.782608695652,
Uptown,2 Rooms,Hung Shui Kiu North New Development Area,5500000.0,527.0,691.0,https://hk.centanet.com/findproperty/en/detail/Uptown_CQU185?theme=buy,22.4346478,113.9927005,10436.432637571157,7959.479015918958
KAM LUNG MANSION・BLOCK 1,2 Rooms,Yuen Long Town Centre,4500000.0,431.0,545.0,https://hk.centanet.com/findproperty/en/detail/KAM-LUNG-MANSION-BLOCK-1_CQG554?theme=buy,22.4445376,114.0222076,10440.835266821347,8256.880733944954
FOK ON GARDEN・BLOCK 1,2 Rooms,Ma On Shan,4500000.0,431.0,524.0,https://hk.centanet.com/findproperty/en/detail/FOK-ON-GARDEN-BLOCK-1_EEJ533?theme=buy,22.4276756,114.2402751,10440.835266821347,8587.786259541985
Beverly Garden・Block 4,Low Floor・FLAT K・2 Rooms,Tseung Kwan O,4500000.0,431.0,,https://hk.centanet.com/findproperty/en/detail/Beverly-Garden-Block-4_SDT510?theme=buy,22.3089111,114.2635572,10440.835266821347,
HANG CHUN COURT・CHUN LAI HOUSE (BLOCK A),FLAT 5・2 Rooms,Cheung Sha Wan,4250000.0,407.0,504.0,https://hk.centanet.com/findproperty/en/detail/HANG-CHUN-COURT-CHUN-LAI-HOUSE-(BLOCK-A)_MNA943?theme=buy,22.3358055,114.1494892,10442.260442260442,8432.539682539682
Yen Fu Mansion,High Floor・FLAT G・2 Rooms,Kwun Tong,4480000.0,429.0,,https://hk.centanet.com/findproperty/en/detail/Yen-Fu-Mansion_UCF607?theme=buy,22.3103686,114.2227035,10442.890442890443,
LUNG POON COURT,High Floor・FLAT 1・1 Room,Diamond Hill,4000000.0,383.0,520.0,https://hk.centanet.com/findproperty/en/detail/LUNG-POON-COURT_SIT072?theme=buy,,,10443.864229765013,7692.307692307692
TELFORD GARDENS・BLOCK M,FLAT 12・2 Rooms,Kowloon Bay,5400000.0,517.0,578.0,https://hk.centanet.com/findproperty/en/detail/TELFORD-GARDENS-BLOCK-M_SRM214?theme=buy,22.3080749,114.2018982,10444.874274661508,9342.560553633219
Parkland Villas,2 Rooms,Siu Hong,3980000.0,381.0,564.0,https://hk.centanet.com/findproperty/en/detail/Parkland-Villas_CFC581?theme=buy,22.4117535,113.9789961,10446.194225721785,7056.737588652482
Central Park Towers,2 Rooms,Tin Shui Wai,5150000.0,493.0,,https://hk.centanet.com/findproperty/en/detail/Central-Park-Towers_CKR943?theme=buy,22.4606419,114.0041996,10446.247464503043,
WOODLAND CREST・BLOCK 3,3 Rooms・(1 Suite),Sheung Shui,10680000.0,1022.0,1179.0,https://hk.centanet.com/findproperty/en/detail/WOODLAND-CREST-BLOCK-3_ENG466?theme=buy,22.5112008,114.1260991,10450.097847358122,9058.52417302799
Yuet Lai Court・Lai Wah House (Block B),Low Floor・FLAT 5・2 Rooms,Lai King,4400000.0,421.0,,https://hk.centanet.com/findproperty/en/detail/Yuet-Lai-Court-Lai-Wah-House-(Block-B)_MOI048?theme=buy,22.3472644,114.1279688,10451.306413301663,
THE REACH,2 Rooms,Yuen Long Southeast,4600000.0,440.0,598.0,https://hk.centanet.com/findproperty/en/detail/THE-REACH_CVB406?theme=buy,22.4445376,114.0222076,10454.545454545454,7692.307692307692
THE REACH・TOWER 12,2 Rooms,Yuen Long Southeast,4600000.0,440.0,598.0,https://hk.centanet.com/findproperty/en/detail/THE-REACH-TOWER-12_CVC488?theme=buy,22.4445376,114.0222076,10454.545454545454,7692.307692307692
CARIBBEAN COAST・PHASE 2 ALBANY COVE・TOWER 6,2 Rooms,Tung Chung Town Centre,5750000.0,550.0,729.0,https://hk.centanet.com/findproperty/en/detail/CARIBBEAN-COAST-PHASE-2-ALBANY-COVE-TOWER-6_FGD638?theme=buy,22.2873743,113.9425086,10454.545454545454,7887.517146776406
MOUNT REGENCY,Middle Floor・2 Rooms,Tuen Mun San Hui,4600000.0,440.0,,https://hk.centanet.com/findproperty/en/detail/MOUNT-REGENCY_CZD729?theme=buy,22.3989729,113.9789238,10454.545454545454,
EMERALD GREEN・BLOCK 2,Low Floor・FLAT D・2 Rooms,Yuen Long Town Centre,5500000.0,526.0,686.0,https://hk.centanet.com/findproperty/en/detail/EMERALD-GREEN-BLOCK-2_CQQ586?theme=buy,22.4445376,114.0222076,10456.273764258554,8017.492711370262
Uptown,3 Rooms,Hung Shui Kiu North New Development Area,8000000.0,765.0,1002.0,https://hk.centanet.com/findproperty/en/detail/Uptown_CQT916?theme=buy,22.4346478,113.9927005,10457.51633986928,7984.031936127744
MONTE VISTA・BLOCK 12,Middle Floor・FLAT B・3 Rooms・(1 Suite),Wu Kai Sha,8000000.0,765.0,985.0,https://hk.centanet.com/findproperty/en/detail/MONTE-VISTA-BLOCK-12_EEX571?theme=buy,,,10457.51633986928,8121.827411167513
THE SEA CREST・TOWER 1,2 Rooms,Tuen Mun South,4550000.0,435.0,626.0,https://hk.centanet.com/findproperty/en/detail/THE-SEA-CREST-TOWER-1_CGK109?theme=buy,22.3908295,113.9725126,10459.770114942528,7268.370607028754
THE PINNACLE・BLOCK 2,FLAT E・3 Rooms,Po Lam,6800000.0,650.0,,https://hk.centanet.com/findproperty/en/detail/THE-PINNACLE-BLOCK-2_SBE043?theme=buy,22.3237131,114.2548803,10461.538461538461,
Pictorial Garden・Phase 2・Forum Court (Block B),Middle Floor・FLAT F・3 Rooms,Shek Mun,8780000.0,839.0,1187.0,https://hk.centanet.com/findproperty/en/detail/Pictorial-Garden-Phase-2-Forum-Court-(Block-B)_ECH292?theme=buy,22.3889593,114.2088722,10464.839094159714,7396.798652064027
La Grove・BLOCK 1,Middle Floor・FLAT D・2 Rooms,Shap Pat Heung,4700000.0,449.0,586.0,https://hk.centanet.com/findproperty/en/detail/La-Grove-BLOCK-1_CQP858?theme=buy,22.4274166,114.0347095,10467.70601336303,8020.477815699659
TIN MA COURT・CHUN SING HOUSE (BLOCK A),2 Rooms,Wong Tai Sin,3800000.0,363.0,495.0,https://hk.centanet.com/findproperty/en/detail/TIN-MA-COURT-CHUN-SING-HOUSE-(BLOCK-A)_SIU741?theme=buy,22.3548115,114.1974398,10468.31955922865,7676.767676767677
Full Yau Court,High Floor・1 Room,Yuen Long Town Centre,2900000.0,277.0,373.0,https://hk.centanet.com/findproperty/en/detail/Full-Yau-Court_CPD397?theme=buy,22.4445376,114.0222076,10469.314079422382,7774.798927613941
Vianni Cove・Tower 1,High Floor・2 Rooms,Tin Shui Wai,5800000.0,554.0,732.0,https://hk.centanet.com/findproperty/en/detail/Vianni-Cove-Tower-1_CJW092?theme=buy,22.4606419,114.0041996,10469.314079422382,7923.497267759562
Kam Lung Court・Lung Yiu House (Block C),High Floor・FLAT 2・3 Rooms,Ma On Shan,5800000.0,554.0,710.0,https://hk.centanet.com/findproperty/en/detail/Kam-Lung-Court-Lung-Yiu-House-(Block-C)_EGF241?theme=buy,22.4276756,114.2402751,10469.314079422382,8169.014084507042
Grand Del Sol・Block 7,High Floor・FLAT D・2 Rooms,Yuen Long Southeast,6000000.0,573.0,682.0,https://hk.centanet.com/findproperty/en/detail/Grand-Del-Sol-Block-7_COQ787?theme=buy,22.4445376,114.0222076,10471.204188481675,8797.653958944282
CONSTELLATION COVE,3 Rooms,Tai Po Luxury/Mid-levels,11500000.0,1098.0,1460.0,https://hk.centanet.com/findproperty/en/detail/CONSTELLATION-COVE_AAB313?theme=buy,22.2816223,114.147865,10473.588342440802,7876.712328767123
Forest Hill,House・3 Rooms,Tai Po Luxury/Mid-levels,11500000.0,1098.0,1363.0,https://hk.centanet.com/findproperty/en/detail/Forest-Hill_AAD108?theme=buy,22.2816223,114.147865,10473.588342440802,8437.270726338958
TSUEN WAN CENTRE・BLOCK 3 (HANGCHOW HOUSE),2 Rooms,Tsuen King Circuit,3980000.0,380.0,486.0,https://hk.centanet.com/findproperty/en/detail/TSUEN-WAN-CENTRE-BLOCK-3-(HANGCHOW-HOUSE)_CMJ829?theme=buy,22.3765822,114.1072333,10473.684210526315,8189.300411522634
King Ming Court・Hei King House (Block A),Low Floor・FLAT 8・2 Rooms,Po Lam,4200000.0,401.0,514.0,https://hk.centanet.com/findproperty/en/detail/King-Ming-Court-Hei-King-House-(Block-A)_SAL623?theme=buy,22.3237131,114.2548803,10473.815461346634,8171.206225680934
Lei On Court・LEI YI HOUSE (BLOCK D),Middle Floor・FLAT 8・2 Rooms,Lam Tin,5300000.0,506.0,,https://hk.centanet.com/findproperty/en/detail/Lei-On-Court-LEI-YI-HOUSE-(BLOCK-D)_SQG779?theme=buy,22.3080199,114.2375638,10474.308300395256,
Mei Foo Sun Chuen・Phase 6・25-27 Nassau Street,Middle Floor・FLAT B NO. 27・2 Rooms,Mei Foo,7500000.0,716.0,,https://hk.centanet.com/findproperty/en/detail/Mei-Foo-Sun-Chuen-Phase-6-25-27-Nassau-Street_MOT315?theme=buy,22.3366356,114.1402195,10474.86033519553,
MOUNT HAVEN・BLOCK 3,FLAT A・3 Rooms,Tsing Yi,8100000.0,773.0,955.0,https://hk.centanet.com/findproperty/en/detail/MOUNT-HAVEN-BLOCK-3_FCD971?theme=buy,22.3474872,114.1023164,10478.654592496765,8481.675392670157
PIERHEAD GARDEN,3 Rooms・(1 Suite),Tuen Mun Ferry Pier,7000000.0,668.0,801.0,https://hk.centanet.com/findproperty/en/detail/PIERHEAD-GARDEN_CFP908?theme=buy,22.3717798,113.9660391,10479.041916167665,8739.076154806491
Belvedere Garden・Phase 2・Block 7,Low Floor・FLAT E・3 Rooms,Belvedere,7000000.0,668.0,786.0,https://hk.centanet.com/findproperty/en/detail/Belvedere-Garden-Phase-2-Block-7_CAM578?theme=buy,,,10479.041916167665,8905.852417302798
Discovery Bay・Phase 10 Neo Horizon,House・2 Rooms,Discovery Bay,6100000.0,582.0,750.0,https://hk.centanet.com/findproperty/en/detail/Discovery-Bay-Phase-10-Neo-Horizon_LFG788?theme=buy,37.9085357,-121.6002291,10481.099656357388,8133.333333333333
CRYSTAL PARK・BLOCK 2,2 Rooms,Yuen Long Town Centre,5000000.0,477.0,607.0,https://hk.centanet.com/findproperty/en/detail/CRYSTAL-PARK-BLOCK-2_COZ491?theme=buy,22.4445376,114.0222076,10482.180293501047,8237.232289950576
LAI YAN COURT・LAI CHOI HOUSE (BLOCK B),2 Rooms,Lai Wan,4530000.0,432.0,,https://hk.centanet.com/findproperty/en/detail/LAI-YAN-COURT-LAI-CHOI-HOUSE-(BLOCK-B)_MPH698?theme=buy,,,10486.111111111111,
THE PARCVILLE・TOWER 12,3 Rooms・(1 Suite),Yuen Long Station,6900000.0,658.0,868.0,https://hk.centanet.com/findproperty/en/detail/THE-PARCVILLE-TOWER-12_CPB329?theme=buy,22.4460876,114.0347702,10486.322188449849,7949.3087557603685
TSUEN WAN CENTRE・BLOCK 17 (TAI YUAN HOUSE),2 Rooms,Tsuen King Circuit,3450000.0,329.0,404.0,https://hk.centanet.com/findproperty/en/detail/TSUEN-WAN-CENTRE-BLOCK-17-(TAI-YUAN-HOUSE)_CLN269?theme=buy,22.3765822,114.1072333,10486.322188449849,8539.60396039604
PROVIDENCE BAY,High Floor・4 Rooms,Pak Shek Kok,17000000.0,1621.0,2063.0,https://hk.centanet.com/findproperty/en/detail/PROVIDENCE-BAY_ASJ377?theme=buy,22.4280945,114.2082325,10487.353485502776,8240.426563257392
WALTON ESTATE・TAK HAY HOUSE (BLOCK 4),FLAT D・2 Rooms,Chai Wan,4500000.0,429.0,517.0,https://hk.centanet.com/findproperty/en/detail/WALTON-ESTATE-TAK-HAY-HOUSE-(BLOCK-4)_DKH734?theme=buy,22.2678103,114.2360778,10489.510489510489,8704.061895551256
MEI FOO SUN CHUEN・PHASE 5・5-7 HUMBERT STREET,Middle Floor・FLAT C NO. 7・3 Rooms,Mei Foo,7500000.0,715.0,,https://hk.centanet.com/findproperty/en/detail/MEI-FOO-SUN-CHUEN-PHASE-5-5-7-HUMBERT-STREET_MPE696?theme=buy,22.3366356,114.1402195,10489.510489510489,
YEE WAH MANSION,3 Rooms,Causeway Bay,6000000.0,572.0,,https://hk.centanet.com/findproperty/en/detail/YEE-WAH-MANSION_TDU949?theme=buy,22.2859787,114.1914919,10489.510489510489,
TSUEN WAN CENTRE・BLOCK 3 (HANGCHOW HOUSE),FLAT E・2 Rooms,Tsuen King Circuit,3400000.0,324.0,413.0,https://hk.centanet.com/findproperty/en/detail/TSUEN-WAN-CENTRE-BLOCK-3-(HANGCHOW-HOUSE)_CMA169?theme=buy,22.3765822,114.1072333,10493.827160493827,8232.445520581114
GREENFIELDS・BLOCK 2,2 Rooms,Yuen Long Town Centre,4650000.0,443.0,605.0,https://hk.centanet.com/findproperty/en/detail/GREENFIELDS-BLOCK-2_CON360?theme=buy,22.4445376,114.0222076,10496.613995485328,7685.9504132231405
The Reach・TOWER 12,2 Rooms,Yuen Long Southeast,4650000.0,443.0,603.0,https://hk.centanet.com/findproperty/en/detail/The-Reach-TOWER-12_CVC568?theme=buy,22.4445376,114.0222076,10496.613995485328,7711.442786069651
Telford Gardens・Block O,Low Floor・FLAT 5・2 Rooms,Kowloon Bay,4650000.0,443.0,547.0,https://hk.centanet.com/findproperty/en/detail/Telford-Gardens-Block-O_SRE015?theme=buy,22.3080749,114.2018982,10496.613995485328,8500.91407678245
TSUEN KING GARDEN・PHASE 1・BLOCK 4,Low Floor・FLAT E・2 Rooms,Tsuen King Circuit,3800000.0,362.0,450.0,https://hk.centanet.com/findproperty/en/detail/TSUEN-KING-GARDEN-PHASE-1-BLOCK-4_CLE388?theme=buy,22.3765822,114.1072333,10497.237569060773,8444.444444444445
CLAGUE GARDEN ESTATE・TOWER A,2 Rooms,Tsuen Wan West,5700000.0,543.0,646.0,https://hk.centanet.com/findproperty/en/detail/CLAGUE-GARDEN-ESTATE-TOWER-A_CNA558?theme=buy,22.3684317,114.109705,10497.237569060773,8823.529411764706
Peridot Court・Block 1,Low Floor・FLAT B・3 Rooms,So Kwun Wat,12000000.0,1143.0,1385.0,https://hk.centanet.com/findproperty/en/detail/Peridot-Court-Block-1_CCJ520?theme=buy,22.3754639,113.9987128,10498.687664041994,8664.259927797833
COASTAL SKYLINE・PHASE 1・BLOCK 6,Low Floor・FLAT D・3 Rooms,Tung Chung Town Centre,8199999.999999999,781.0,1028.0,https://hk.centanet.com/findproperty/en/detail/COASTAL-SKYLINE-PHASE-1-BLOCK-6_FGB327?theme=buy,22.2873743,113.9425086,10499.359795134442,7976.653696498053
Avon Park・BLOCK 6,Middle Floor・2 Rooms,Fanling,4200000.0,400.0,518.0,https://hk.centanet.com/findproperty/en/detail/Avon-Park-BLOCK-6_EOH095?theme=buy,22.4916829,114.1414685,10500.0,8108.108108108108
AVON PARK,Low Floor・FLAT H・2 Rooms,Fanling,4200000.0,400.0,515.0,https://hk.centanet.com/findproperty/en/detail/AVON-PARK_EOM069?theme=buy,22.4916829,114.1414685,10500.0,8155.339805825242
TAK YAN MANSION,3 Rooms,Prince Edward,5880000.0,560.0,,https://hk.centanet.com/findproperty/en/detail/TAK-YAN-MANSION_SXE732?theme=buy,,,10500.0,
Shan Tsui Court・TSUI YUE HOUSE (BLOCK B),Low Floor・FLAT 4・2 Rooms,Chai Wan,3980000.0,379.0,474.0,https://hk.centanet.com/findproperty/en/detail/Shan-Tsui-Court-TSUI-YUE-HOUSE-(BLOCK-B)_DIP138?theme=buy,22.2678103,114.2360778,10501.31926121372,8396.62447257384
FU WAH COURT,2 Rooms,Anderson,4600000.0,438.0,,https://hk.centanet.com/findproperty/en/detail/FU-WAH-COURT_UCF101?theme=buy,,,10502.28310502283,
PARK YOHO,2 Rooms,Kam Tin,5200000.0,495.0,,https://hk.centanet.com/findproperty/en/detail/PARK-YOHO_CVV861?theme=buy,22.440058,114.0650077,10505.050505050505,
Springdale Villas・TOWER 1,Middle Floor・FLAT E・2 Rooms,Yuen Long Town Centre,4980000.0,474.0,631.0,https://hk.centanet.com/findproperty/en/detail/Springdale-Villas-TOWER-1_COO621?theme=buy,22.4445376,114.0222076,10506.32911392405,7892.234548335975
BAUHINIA GARDEN・TOWER 2,FLAT E・3 Rooms,Tseung Kwan O,6200000.0,590.0,,https://hk.centanet.com/findproperty/en/detail/BAUHINIA-GARDEN-TOWER-2_SDP147?theme=buy,22.3089111,114.2635572,10508.474576271186,
YAN MING COURT・,House・3 Rooms,Po Lam,6780000.0,645.0,826.0,https://hk.centanet.com/findproperty/en/detail/YAN-MING-COURT-_SAB010?theme=buy,22.3237131,114.2548803,10511.627906976744,8208.232445520582
Belvedere Garden・Phase 3・Block 2,Middle Floor・FLAT C・4 Rooms,Belvedere,7800000.0,742.0,898.0,https://hk.centanet.com/findproperty/en/detail/Belvedere-Garden-Phase-3-Block-2_CAI202?theme=buy,,,10512.129380053908,8685.96881959911
EMERALD GREEN・BLOCK 2,Low Floor・FLAT D・2 Rooms,Yuen Long Town Centre,5530000.0,526.0,686.0,https://hk.centanet.com/findproperty/en/detail/EMERALD-GREEN-BLOCK-2_CQT454?theme=buy,22.4445376,114.0222076,10513.307984790874,8061.224489795918
Richland Gardens・Block 1,Low Floor・FLAT C・2 Rooms,Kowloon Bay,4280000.0,407.0,474.0,https://hk.centanet.com/findproperty/en/detail/Richland-Gardens-Block-1_SRX077?theme=buy,22.3080749,114.2018982,10515.970515970515,9029.535864978903
DISCOVERY BAY・Phase 14 Amalfi,High Floor・1 Room・(1 Suite),Discovery Bay,5500000.0,523.0,655.0,https://hk.centanet.com/findproperty/en/detail/DISCOVERY-BAY-Phase-14-Amalfi_LGE344?theme=buy,37.9085357,-121.6002291,10516.252390057361,8396.946564885497
Beneville,Middle Floor・2 Rooms,Siu Hong,4680000.0,445.0,580.0,https://hk.centanet.com/findproperty/en/detail/Beneville_CHC149?theme=buy,22.4117535,113.9789961,10516.85393258427,8068.9655172413795
Beneville・BLOCK 3,High Floor・FLAT F・2 Rooms,Siu Hong,4680000.0,445.0,580.0,https://hk.centanet.com/findproperty/en/detail/Beneville-BLOCK-3_CIA385?theme=buy,22.4117535,113.9789961,10516.85393258427,8068.9655172413795
MOUNT REGENCY・PHASE 1・TOWER 1B,Middle Floor・2 Rooms,Tuen Mun San Hui,4250000.0,404.0,,https://hk.centanet.com/findproperty/en/detail/MOUNT-REGENCY-PHASE-1-TOWER-1B_CZD866?theme=buy,22.3989729,113.9789238,10519.801980198019,
GOLDEN LION GARDEN・PHASE 1・GOLDEN HEALTHY COURT (BLOCK A),Middle Floor・FLAT 3・2 Rooms,Tai Wai,3000000.0,285.0,492.0,https://hk.centanet.com/findproperty/en/detail/GOLDEN-LION-GARDEN-PHASE-1-GOLDEN-HEALTHY-COURT-(BLOCK-A)_EBE895?theme=buy,22.375941,114.178626,10526.315789473685,6097.5609756097565
TELFORD GARDENS・BLOCK R,FLAT 10・3 Rooms,Kowloon Bay,5200000.0,494.0,657.0,https://hk.centanet.com/findproperty/en/detail/TELFORD-GARDENS-BLOCK-R_SRK356?theme=buy,22.3080749,114.2018982,10526.315789473685,7914.764079147641
TELFORD GARDENS・BLOCK N,FLAT 13・2 Rooms,Kowloon Bay,5800000.0,551.0,629.0,https://hk.centanet.com/findproperty/en/detail/TELFORD-GARDENS-BLOCK-N_SRB524?theme=buy,22.3080749,114.2018982,10526.315789473685,9220.985691573927
Laichikok Bay Garden・BLOCK D,Middle Floor・FLAT D2・2 Rooms,Lai Wan,5600000.0,532.0,,https://hk.centanet.com/findproperty/en/detail/Laichikok-Bay-Garden-BLOCK-D_MPE991?theme=buy,,,10526.315789473685,
HAI PHONG MANSION,Low Floor・FLAT 4・2 Rooms,Tsim Sha Tsui,7200000.0,684.0,,https://hk.centanet.com/findproperty/en/detail/HAI-PHONG-MANSION_SWP918?theme=buy,22.2988123,114.1721746,10526.315789473685,
FAIRVIEW PARK,3 Rooms,Palm Springs | Fairview,9380000.0,891.0,,https://hk.centanet.com/findproperty/en/detail/FAIRVIEW-PARK_EHE128?theme=buy,33.8302961,-116.5452921,10527.497194163861,
Park Signature・Tower 2,FLAT B・2 Rooms・(1 Suite),Shap Pat Heung,6300000.0,598.0,,https://hk.centanet.com/findproperty/en/detail/Park-Signature-Tower-2_CVP771?theme=buy,22.4274166,114.0347095,10535.117056856187,
Choi Hing Court・Block C (Choi Kiu House),High Floor・FLAT 13・2 Rooms,Kowloon Bay,4099999.9999999995,389.0,,https://hk.centanet.com/findproperty/en/detail/Choi-Hing-Court-Block-C-(Choi-Kiu-House)_STL600?theme=buy,22.3080749,114.2018982,10539.845758354755,
TYCOON PLACE,House・4 Rooms・(4 Suites),Tai Po Luxury/Mid-levels,25800000.0,2447.0,3334.0,https://hk.centanet.com/findproperty/en/detail/TYCOON-PLACE_AAC006?theme=buy,22.2816223,114.147865,10543.522680833674,7738.452309538093
Fiori,FLAT D・2 Rooms,Ping Shan,6200000.0,588.0,773.0,https://hk.centanet.com/findproperty/en/detail/Fiori_CQC975?theme=buy,22.4406709,114.0083831,10544.21768707483,8020.6985769728335
Vista Paradiso・Phase 1・Tower 11,Middle Floor・FLAT E・3 Rooms,Ma On Shan,8300000.000000001,787.0,978.0,https://hk.centanet.com/findproperty/en/detail/Vista-Paradiso-Phase-1-Tower-11_EEK730?theme=buy,22.4276756,114.2402751,10546.378653113088,8486.707566462168
SHATIN LODGE,Middle Floor・FLAT D・3 Rooms・(1 Suite),Fo Tan,10600000.0,1005.0,1110.0,https://hk.centanet.com/findproperty/en/detail/SHATIN-LODGE_AGA007?theme=buy,22.3985709,114.1929428,10547.26368159204,9549.549549549549
DISCOVERY PARK・PHASE 1・BLOCK 4,2 Rooms,Discovery Park,5000000.0,474.0,593.0,https://hk.centanet.com/findproperty/en/detail/DISCOVERY-PARK-PHASE-1-BLOCK-4_CLI802?theme=buy,47.6613197,-122.4171413,10548.523206751055,8431.703204047217
NOVO LAND・Phase 1A・ELVERUM TOWER 2,Low Floor・FLAT G・2 Rooms,Siu Hong,4600000.0,436.0,,https://hk.centanet.com/findproperty/en/detail/NOVO-LAND-Phase-1A-ELVERUM-TOWER-2_CZG579?theme=buy,22.4117535,113.9789961,10550.45871559633,
City One Shatin・Site 1・Block 5,Low Floor・FLAT D・3 Rooms,City One Shatin,9000000.0,853.0,1018.0,https://hk.centanet.com/findproperty/en/detail/City-One-Shatin-Site-1-Block-5_EAD118?theme=buy,22.3867692,114.2026412,10550.996483001172,8840.864440078585
SERENO VERDE・PHASE 5 REACH SUMMIT,1 Room,Yuen Long Southeast,2680000.0,254.0,,https://hk.centanet.com/findproperty/en/detail/SERENO-VERDE-PHASE-5-REACH-SUMMIT_GAE014?theme=buy,22.4445376,114.0222076,10551.181102362205,
Wing Tak Building・BLOCK C,Low Floor・FLAT 3・2 Rooms,Wan Chai,4000000.0,379.0,400.0,https://hk.centanet.com/findproperty/en/detail/Wing-Tak-Building-BLOCK-C_TCP812?theme=buy,22.276022,114.1751471,10554.089709762533,10000.0
Villa Tiara・Block 5,High Floor・2 Rooms,Tuen Mun Town Centre,5700000.0,540.0,641.0,https://hk.centanet.com/findproperty/en/detail/Villa-Tiara-Block-5_CGW805?theme=buy,22.3908295,113.9725126,10555.555555555555,8892.355694227768
DRAGONS RANGE,2 Rooms,Kau To Shan,7000000.0,663.0,,https://hk.centanet.com/findproperty/en/detail/DRAGONS-RANGE_AST924?theme=buy,22.4166667,114.1833333,10558.069381598792,
CARIBBEAN COAST・Phase 1 Monterey Cove・TOWER 5,Low Floor・FLAT G・3 Rooms・(1 Suite),Tung Chung Town Centre,8279999.999999999,784.0,1050.0,https://hk.centanet.com/findproperty/en/detail/CARIBBEAN-COAST-Phase-1-Monterey-Cove-TOWER-5_FGB017?theme=buy,22.2873743,113.9425086,10561.224489795917,7885.714285714284
